,act_no,access_count,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT
8093,9208,4,0,1,6,1,204,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,10,67483080,58.59552943,0,117123628,2901,7968294,11179,566,240,295727
8094,9209,6,1,0,8,1,5790,0,0,0,0,0,0,0,1,0,0,5,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,11,116938362,56.73569621,0,211035,8,205,0,0,0,205
8095,9210,6,0,1,8,1,756,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,2,69086868,33.31104983,0,_,_,_,_,_,_,_
8096,9212,6,1,0,9,1,652,0,0,0,0,0,0,0,0,1,0,5,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,9,144828884,29.92711764,0,1941128,72,361853,0,0,0,48
8097,9214,6,1,0,2,1,617,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,6,2476040,27.00271141,0,33605,17,0,0,0,0,0
8098,9215,6,1,0,4,1,406,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,10,2352439,45.72690912,0,21168119,186,0,0,0,0,0
8099,9216,6,0,0,4,1,274,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1,10,1731418,71.28242329,0,2601967,217,315,15694,4386,0,36862
8100,9218,6,1,0,6,1,8231,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,9,6984495,42.07614817,0,101868459,1389,218834,0,0,0,45602
8101,9219,1,0,1,5,1,2503,0,0,0,0,1,0,0,0,0,0,2,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,4507566,29.03098741,0,_,_,_,_,_,_,_
8102,9220,6,0,1,8,1,1843,0,0,0,0,0,1,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,2,10,24947868,48.13444847,0,139617250,3153,17029,1796152,0,0,7280
8103,9221,6,0,1,7,1,643,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1,9,581631,34.81988704,0,388068,62,0,0,0,0,0
8104,9222,6,0,1,7,1,634,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,2,8,8624912,95.14721343,0,7068480,711,0,0,0,0,0
8105,9224,6,0,1,5,1,3815,0,0,0,0,0,0,1,0,0,0,4,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,2,41596700,56.37473746,0,130474,1,0,0,0,0,0
8106,9225,1,1,0,4,1,1398,0,0,0,1,0,0,0,0,0,0,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,21709899,76.00123995,0,_,_,_,_,_,_,_
8107,9226,6,0,1,4,1,1174,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,10,8770275,24.45520307,0,20152966,927,5697130,18093,0,0,1247
8108,9227,6,1,0,9,1,635,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,9,103832787,29.81901836,0,16326443,1438,1732987,85907,0,0,0
8109,9228,6,1,0,3,1,617,0,0,0,1,0,0,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,8,22944794,38.00112093,0,129291237,3299,0,4216920,0,0,2433
8110,9229,4,1,0,4,1,570,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,8,52000,8.123634445,0,1392032,27,0,0,0,0,0
8111,9230,2,1,0,6,1,527,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,772783,32.75443651,0,_,_,_,_,_,_,_
8112,9231,1,0,1,2,1,363,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,5812,67.0956,0,_,_,_,_,_,_,_
8113,9233,6,1,0,2,1,931,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,9821318,38.15252029,0,5962847,57,0,0,3033,0,0
8114,9234,4,1,0,1,1,913,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,817409,32.29945583,0,82285,11,0,0,13788,0,0
8115,9235,6,0,1,5,1,896,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,13032960,60.25196879,0,36562551,825,0,0,0,0,71754
8116,9236,5,1,0,3,1,787,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,5020251,29.3757521,0,364033,12,155099,0,0,0,35
8117,9237,6,0,1,2,1,748,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,8,4572831,41.12459679,0,453305,22,42623,0,0,0,0
8118,9238,2,0,1,4,1,572,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2085068,48.23891241,0,_,_,_,_,_,_,_
8119,9239,6,1,0,1,1,401,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,3087990,31.05726088,0,312802,107,0,0,0,0,0
8120,9240,3,0,1,6,1,174,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,1,10,3789754,72.19532283,0,3635712,267,158489,0,0,0,760
8121,9241,6,0,1,1,1,922,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,6384357,21.4687,0,1171683,12,0,0,0,0,0
8122,9243,5,1,0,1,1,613,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,1849649,42.18422653,0,7762,6,0,0,0,0,0
8123,9244,6,1,0,5,1,585,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,338429,42.218,0,47042,4,0,0,0,0,0
8124,9246,2,0,1,5,1,514,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,196508,49.7758,0,_,_,_,_,_,_,_
8125,9248,5,0,1,5,1,3441,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,977912,49.8682433,0,129,1,0,0,0,0,0
8126,9249,6,0,1,9,1,9025,0,0,0,0,0,0,0,0,1,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,4,11,172740266,46.72726003,0,54471103,1846,150856,36,0,0,82313
8127,9250,3,0,1,1,1,1276,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,1426240,53.95052856,0,121,1,0,0,0,0,0
8128,9251,6,0,1,2,1,905,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,8,1215928,55.34595729,0,2890211,107,140,0,0,0,0
8129,9252,1,0,1,5,1,809,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,400933,69.23513455,0,_,_,_,_,_,_,_
8130,9253,1,1,0,1,1,623,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,370143,21.4687,0,_,_,_,_,_,_,_
8131,9254,6,0,1,2,1,578,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,9732255,24.62199796,0,741728,91,132,0,0,0,0
8132,9255,6,1,0,6,1,556,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,1171474,43.33036427,0,2881646,229,0,0,0,0,146
8133,9256,6,1,0,1,1,520,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,2986113,49.17380801,0,616186,120,593797,30,0,9885,0
8134,9257,6,1,0,8,1,6097,0,0,0,0,0,1,0,0,0,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,9,80630615,39.82920043,0,2021668,1145,0,0,0,0,63
8135,9258,6,1,0,4,1,563,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,9,1995755,21.4687,0,_,_,_,_,_,_,_
8136,9259,5,0,1,3,1,945,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,4261731,22.985,0,975209,30,767474,0,0,0,699
8137,9260,6,0,1,3,1,805,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,33316,26.0935,0,233453,60,0,0,0,0,0
8138,9261,6,1,0,2,1,642,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,3782726,26.50064075,0,1149,10,0,0,0,0,0
8139,9262,6,1,0,6,1,595,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,1,10,3223640,48.1186883,0,1395668,33,0,577022,0,0,0
8140,9263,6,0,1,7,1,519,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,8,11652,68.78825094,0,31702376,849,3322781,0,0,0,253
8141,9264,6,0,1,8,1,5875,0,0,0,0,1,0,0,0,0,0,3,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,2,11,7360813,98.20240826,0,58772899,3162,3429681,218275,0,91,130500
8142,9265,6,0,1,9,2,9048,0,0,0,0,0,0,0,0,1,0,5,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,3,10,66198553,57.61058105,118370648,103253622,2657,97576,29361,0,0,78884
8143,9266,6,0,1,7,1,8521,0,0,0,0,0,0,1,0,0,0,2,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,2018220,21.47446938,0,16407,4,0,0,0,0,0
8144,9267,6,0,1,3,4,645,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,9,100944409,38.07607059,198892500,12615652,190,2430892,0,0,0,182
8145,9268,6,0,1,5,1,576,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,8,9201850,43.87198767,0,818728,78,6987,0,0,0,0
8146,9269,6,0,1,9,1,567,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,812132,66.17871106,0,881055,74,707975,255,0,0,181596
8147,9270,5,0,1,5,1,563,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,786566,49.7758,0,_,_,_,_,_,_,_
8148,9271,4,1,0,1,1,562,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1726995,28.14224148,0,158,1,0,0,0,0,0
8149,9272,6,1,0,4,1,395,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,8,19743867,79.01855259,0,480763,146,17341,0,0,0,28
8150,9273,3,1,0,4,1,5209,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,17205875,64.17294575,0,78,3,71,0,0,0,0
8151,9274,6,0,1,9,1,920,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,9,14691461,34.92337229,0,10914257,475,2180543,0,0,0,0
8152,9275,6,1,0,3,1,910,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,9,11775339,54.9078561,0,1903775,104,214180,12020,0,0,23
8153,9276,6,0,1,8,1,585,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,8,20115648,38.95606458,0,70858019,7426,341,92204,23703,0,30464
8154,9277,6,0,1,9,1,568,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,9,36779261,22.79883623,0,438575,8,0,0,0,0,0
8155,9278,6,0,1,6,1,561,0,0,0,0,0,0,1,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,9,41851463,33.33048098,0,26001311,1740,7383238,17519,0,0,298397
8156,9279,6,1,0,4,1,497,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,21661708,20.2528,0,25972,8,0,0,0,0,0
8157,9280,2,1,0,7,1,444,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,4,1714900,43.97199426,0,_,_,_,_,_,_,_
8158,9282,5,0,1,6,1,2975,0,0,0,0,1,0,0,0,0,0,4,4,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,4,10,104525175,24.01277586,0,95702605,1024,0,0,0,0,452
8159,9283,6,1,0,7,3,1802,0,0,0,0,1,0,0,0,0,0,4,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,3,11,83225516,46.61740607,182767226,43908399,3737,0,433802,0,46645,2670
8160,9284,1,1,0,3,1,664,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,417974,31.65547063,0,_,_,_,_,_,_,_
8161,9285,5,1,0,3,1,563,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,6,2666202,32.49288242,0,172153,1,172153,0,0,0,0
8162,9286,6,0,1,9,1,562,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,13642212,44.01827908,0,19401704,302,0,0,0,0,140762
8163,9287,6,1,0,7,1,353,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,8164029,37.60872932,0,4876976,649,94358,0,0,0,22
8164,9288,6,0,1,4,1,1608,0,0,1,0,0,0,0,0,0,0,5,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,9,52674334,54.45530818,0,30246741,752,6277605,12639,0,9418,171
8165,9289,6,1,0,3,1,1163,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,4,1957592,26.61842087,0,261392,12,190187,0,0,0,7
8166,9290,6,0,1,7,1,991,0,0,0,0,0,0,1,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,10,24751160,38.40991969,0,1029873,204,340618,0,0,142,0
8167,9291,6,1,0,3,1,938,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,471907,21.4687,0,43,3,0,0,0,0,0
8168,9292,6,0,1,1,1,593,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,4,2772722,68.69924544,0,17506248,1724,36617,0,0,0,293483
8169,9293,1,0,1,5,1,570,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,823389,50.2184377,0,256903,7,0,0,0,0,0
8170,9294,2,1,0,4,1,435,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1538411,40.0249637,0,9579,1,0,0,0,0,0
8171,9295,6,0,1,2,1,422,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,6,7029198,42.62659049,0,172911,4,0,0,0,0,0
8172,9296,6,0,1,6,1,2516,0,0,0,0,1,0,0,0,0,0,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,3279647,53.16754113,0,5778646,269,0,0,0,0,1186
8173,9297,6,0,1,8,1,1623,0,0,0,0,0,0,1,0,0,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,9,203348835,33.87364245,0,1057404,32,0,0,0,0,0
8174,9298,6,1,0,2,1,805,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,9,3594825,24.67230631,0,507648,68,0,0,0,0,0
8175,9299,1,1,0,2,1,590,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,215222,36.91215159,0,_,_,_,_,_,_,_
8176,9300,6,1,0,6,1,460,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,9,24752437,32.3458172,0,1564069,91,0,400557,0,0,152
8177,9301,6,0,1,5,1,423,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,9,36143285,57.50062643,0,47577896,1853,77,0,0,0,0
8178,9302,6,0,1,6,1,390,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,6,31606,36.51341206,0,473837,7,0,0,0,0,0
8179,9303,2,0,1,3,1,359,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,3692,77.5485,0,_,_,_,_,_,_,_
8180,9304,6,1,0,1,1,1730,0,1,0,0,0,0,0,0,0,0,4,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,7,98735324,33.56206944,0,147229,15,0,0,0,0,1193
8181,9305,6,1,0,3,1,939,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,20508427,30.91086762,0,1355093,8,0,0,0,0,0
8182,9306,6,1,0,7,1,621,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,8,12963796,21.4687,0,_,_,_,_,_,_,_
8183,9307,3,0,1,3,1,581,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,717157,26.51022545,0,_,_,_,_,_,_,_
8184,9308,6,0,1,1,1,476,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,1,9,3171601,19.52796567,0,65855,62,3241,0,0,0,0
8185,9311,3,0,1,5,1,3224,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,5257126,80.82951806,0,3041716,81,156,69639,0,0,93155
8186,9312,6,0,1,8,1,443,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,301626,4.125212231,0,3367,1,0,0,0,0,0
8187,9313,6,1,0,2,1,878,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,12335956,22.14049753,0,1612573,66,0,0,0,0,0
8188,9314,6,0,1,3,1,841,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,12160622,46.05897879,0,14318323,2098,35630,48816,0,0,162
8189,9315,6,0,1,3,1,736,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,7336029,23.86769907,0,148811,12,206,0,0,0,0
8190,9316,3,1,0,3,1,607,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,519282,27.64517392,0,10939,11,0,0,0,0,0
8191,9317,6,1,0,1,1,576,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,1955778,36.89510384,0,11853,9,0,0,0,0,0
8192,9320,3,1,0,7,1,1640,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,3449162,55.32560829,0,81487,16,0,0,0,0,0
8193,9321,2,0,1,6,1,1192,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,3,11731723,34.36005061,0,5063,2,0,0,0,0,0
8194,9322,6,0,1,3,1,812,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,8128609,25.64598876,0,8046067,466,3081951,72628,2102,18803,1069
8195,9323,3,1,0,4,1,798,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,2,3659255,24.90790837,0,13019,1,0,0,0,0,0
8196,9324,6,1,0,2,1,596,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,1573000,25.51810649,0,2035,5,0,0,0,0,0
8197,9325,6,1,0,5,1,511,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,195664,36.88686093,0,260937,27,0,55304,0,0,0
8198,9326,1,0,1,4,1,340,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,205786,15.74426198,0,_,_,_,_,_,_,_
8199,9328,6,1,0,9,1,12230,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,8850210,32.86325743,0,24463067,873,365844,112313,0,0,3780
8200,9329,5,1,0,2,1,788,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,8,596310,28.87702835,0,14911,10,0,0,0,0,0
