,Unnamed: 0,act_no,orr_dt,orr_ord,orr_rtn_hur,lst_cns_hur,iem_cd,sby_dit_cd,cns_qty,orr_pr,orr_mdi_dit_cd,cur_cd,trd_cur_xcg_rt
45725,45725,acc_682,20220224,6,18,18,US0090661010,1,9,142.68,3,USD,1192.1
45726,45726,acc_682,20220224,8,18,18,US0090661010,1,1,142.74,3,USD,1192.1
45727,45727,acc_682,20220224,9,18,18,US5949181045,1,49,273.02,3,USD,1192.1
45728,45728,acc_682,20220224,41,23,23,US83406F1021,1,100,9.42,3,USD,1192.1
45729,45729,acc_682,20220224,42,23,23,US83406F1021,1,100,9.42,3,USD,1192.1
45730,45730,acc_682,20220224,26,21,21,KYG4760X1025,2,50,15.07,3,USD,1192.1
45731,45731,acc_682,20220224,5,18,18,US0090661010,1,3,142.32,3,USD,1192.1
45732,45732,acc_682,20220224,25,21,21,KYG4760X1025,2,50,15.07,3,USD,1192.1
45733,45733,acc_682,20220224,32,22,22,KYG4760X1025,2,3,14.26,3,USD,1192.1
45734,45734,acc_682,20220224,40,23,23,US83406F1021,1,90,9.42,3,USD,1192.1
45735,45735,acc_682,20220224,37,23,23,US83406F1021,2,500,9.3,3,USD,1192.1
45736,45736,acc_682,20220224,38,23,23,US46222L1089,1,69,13.94,3,USD,1192.1
45737,45737,acc_682,20220224,39,23,23,US46222L1089,1,431,13.94,3,USD,1192.1
45738,45738,acc_682,20220224,16,18,18,MHY3894J1047,1,94,1.7,3,USD,1192.1
45739,45739,acc_682,20220224,14,18,18,MHY3894J1047,2,1155,1.68,3,USD,1192.1
45740,45740,acc_682,20220224,15,18,18,MHY3894J1047,1,6,1.7,3,USD,1192.1
45741,45741,acc_682,20220224,12,18,18,MHY3894J1047,2,795,1.68,3,USD,1192.1
45742,45742,acc_682,20220224,33,22,22,KYG4760X1025,2,47,14.26,3,USD,1192.1
45743,45743,acc_682,20220224,11,18,18,MHY3894J1047,2,1000,1.68,3,USD,1192.1
45744,45744,acc_682,20220224,10,18,23,US00827B1061,1,5,33.97,3,USD,1192.1
45745,45745,acc_682,20220224,13,18,18,MHY3894J1047,2,50,1.68,3,USD,1192.1
45746,45746,acc_682,20220225,32,23,23,IL0010832371,2,32,6.17,3,USD,1199.4
45747,45747,acc_682,20220225,33,23,23,IL0010832371,2,44,6.17,3,USD,1199.4
45748,45748,acc_682,20220225,34,23,23,IL0010832371,2,15,6.17,3,USD,1199.4
45749,45749,acc_682,20220225,35,23,23,IL0010832371,2,68,6.17,3,USD,1199.4
45750,45750,acc_682,20220225,36,23,23,IL0010832371,2,200,6.17,3,USD,1199.4
45751,45751,acc_682,20220225,37,23,23,IL0010832371,2,41,6.17,3,USD,1199.4
45752,45752,acc_682,20220225,38,23,23,IL0010832371,1,263,6.6,3,USD,1199.4
45753,45753,acc_682,20220225,39,23,23,IL0010832371,1,196,6.6,3,USD,1199.4
45754,45754,acc_682,20220225,41,23,23,US46222L1089,1,99,15.05,3,USD,1199.4
45755,45755,acc_682,20220225,42,23,23,IL0010832371,2,500,6.76,3,USD,1199.4
45756,45756,acc_682,20220225,43,23,23,IL0010832371,2,500,6.69,3,USD,1199.4
45757,45757,acc_682,20220225,44,23,23,IL0010832371,2,100,6.5,3,USD,1199.4
45758,45758,acc_682,20220225,45,23,23,IL0010832371,2,100,6.58,3,USD,1199.4
45759,45759,acc_682,20220225,46,23,23,IL0010832371,2,100,6.32,3,USD,1199.4
45760,45760,acc_682,20220225,47,23,23,IL0010832371,2,100,6.32,3,USD,1199.4
45761,45761,acc_682,20220225,48,23,23,IL0010832371,1,1441,6.1014,3,USD,1199.4
45762,45762,acc_682,20220225,40,23,23,US46222L1089,1,801,15.05,3,USD,1199.4
45763,45763,acc_682,20220225,31,23,23,IL0010832371,2,100,6.17,3,USD,1199.4
45764,45764,acc_682,20220225,22,22,22,US46222L1089,2,50,15.58,3,USD,1199.4
45765,45765,acc_682,20220225,29,23,23,US46222L1089,2,53,15.4,3,USD,1199.4
45766,45766,acc_682,20220225,3,18,18,US0079031078,1,34,114.49,3,USD,1199.4
45767,45767,acc_682,20220225,4,18,18,US0090661010,1,42,155.31,3,USD,1199.4
45768,45768,acc_682,20220225,5,18,18,IL0010832371,2,280,6.21,3,USD,1199.4
45769,45769,acc_682,20220225,6,18,18,IL0010832371,2,220,6.21,3,USD,1199.4
45770,45770,acc_682,20220225,8,18,18,IL0010832371,1,200,7.0,3,USD,1199.4
45771,45771,acc_682,20220225,9,18,18,IL0010832371,1,58,7.0,3,USD,1199.4
45772,45772,acc_682,20220225,10,21,21,US46222L1089,2,200,15.12,3,USD,1199.4
45773,45773,acc_682,20220225,11,21,21,US67577C1053,2,1000,3.21,3,USD,1199.4
45774,45774,acc_682,20220225,12,21,21,US7710491033,2,48,49.99,3,USD,1199.4
45775,45775,acc_682,20220225,13,21,21,US7710491033,2,2,49.99,3,USD,1199.4
45776,45776,acc_682,20220225,14,22,23,US46222L1089,2,43,15.41,3,USD,1199.4
45777,45777,acc_682,20220225,30,23,23,US46222L1089,2,100,15.31,3,USD,1199.4
45778,45778,acc_682,20220225,15,22,23,US46222L1089,2,107,15.41,3,USD,1199.4
45779,45779,acc_682,20220225,17,22,23,US46222L1089,2,30,15.41,3,USD,1199.4
45780,45780,acc_682,20220225,18,22,23,US46222L1089,2,10,15.41,3,USD,1199.4
45781,45781,acc_682,20220225,19,22,22,US46222L1089,2,100,15.58,3,USD,1199.4
45782,45782,acc_682,20220225,20,22,22,US46222L1089,2,49,15.59,3,USD,1199.4
45783,45783,acc_682,20220225,21,22,22,US46222L1089,2,1,15.59,3,USD,1199.4
45784,45784,acc_682,20220225,23,23,23,US67577C1053,1,73,3.19,3,USD,1199.4
45785,45785,acc_682,20220225,24,23,23,US7710491033,1,50,50.63,3,USD,1199.4
45786,45786,acc_682,20220225,25,23,23,US67577C1053,1,927,3.19,3,USD,1199.4
45787,45787,acc_682,20220225,26,23,23,US46222L1089,2,20,15.4,3,USD,1199.4
45788,45788,acc_682,20220225,27,23,23,US46222L1089,2,77,15.39,3,USD,1199.4
45789,45789,acc_682,20220225,28,23,23,US46222L1089,2,50,15.4,3,USD,1199.4
45790,45790,acc_682,20220225,16,22,23,US46222L1089,2,10,15.41,3,USD,1199.4
45791,45791,acc_682,20220225,7,18,18,IL0010832371,1,242,7.0,3,USD,1199.4
45792,45792,acc_682,20220225,2,18,18,US0079031078,1,32,114.39,3,USD,1199.4
45793,45793,acc_682,20220225,1,18,18,US0079031078,1,34,114.39,3,USD,1199.4
45794,45794,acc_682,20220228,12,23,23,US0090661010,2,30,152.32,3,USD,1202.7
45795,45795,acc_682,20220228,9,18,18,US62526P1093,1,94,0.82,3,USD,1202.7
45796,45796,acc_682,20220228,8,18,18,US62526P1093,1,10,0.82,3,USD,1202.7
45797,45797,acc_682,20220228,7,18,18,US62526P1093,1,220,0.82,3,USD,1202.7
45798,45798,acc_682,20220228,6,18,18,US62526P1093,1,152,0.82,3,USD,1202.7
45799,45799,acc_682,20220228,5,18,18,US62526P1093,1,800,0.822,3,USD,1202.7
45800,45800,acc_682,20220228,4,18,18,US62526P1093,1,124,0.82,3,USD,1202.7
45801,45801,acc_682,20220228,3,18,18,US62526P1093,1,100,0.82,3,USD,1202.7
45802,45802,acc_682,20220228,2,18,18,US62526P1093,2,241,0.9087,3,USD,1202.7
45803,45803,acc_682,20220228,1,18,18,US62526P1093,2,1259,0.908,3,USD,1202.7
45804,45804,acc_682,20220228,10,21,21,US0079031078,2,30,119.69,3,USD,1202.7
45805,45805,acc_682,20220228,11,21,21,US0090661010,2,30,153.75,3,USD,1202.7
45806,45806,acc_682,20220301,49,18,18,US05360L2051,2,345,0.66,3,USD,1202.7
45807,45807,acc_682,20220301,37,1,1,US05360L2051,2,572,1.0098,3,USD,1202.7
45808,45808,acc_682,20220301,38,1,1,US05360L2051,2,500,1.0098,3,USD,1202.7
45809,45809,acc_682,20220301,39,1,1,US05360L2051,2,400,1.0098,3,USD,1202.7
45810,45810,acc_682,20220301,40,1,1,US05360L2051,2,100,1.0098,3,USD,1202.7
45811,45811,acc_682,20220301,41,1,1,US05360L2051,1,89,1.02,3,USD,1202.7
45812,45812,acc_682,20220301,42,1,1,US05360L2051,1,343,1.02,3,USD,1202.7
45813,45813,acc_682,20220301,43,1,1,US05360L2051,1,2616,1.02,3,USD,1202.7
45814,45814,acc_682,20220301,44,1,1,US05360L2051,2,2993,1.01,3,USD,1202.7
45815,45815,acc_682,20220301,45,1,1,US05360L2051,2,80,1.01,3,USD,1202.7
45816,45816,acc_682,20220301,46,2,2,US05360L2051,1,2500,0.9,3,USD,1202.7
45817,45817,acc_682,20220301,27,1,1,US05360L2051,1,82,0.97,3,USD,1202.7
45818,45818,acc_682,20220301,28,1,1,US05360L2051,1,100,0.97,3,USD,1202.7
45819,45819,acc_682,20220301,29,1,1,US05360L2051,1,18,0.97,3,USD,1202.7
45820,45820,acc_682,20220301,30,1,1,US05360L2051,1,82,0.97,3,USD,1202.7
45821,45821,acc_682,20220301,31,1,1,US05360L2051,1,202,0.97,3,USD,1202.7
45822,45822,acc_682,20220301,32,1,1,US05360L2051,1,600,0.97,3,USD,1202.7
45823,45823,acc_682,20220301,34,1,1,US05360L2051,2,100,1.0098,3,USD,1202.7
45824,45824,acc_682,20220301,53,23,23,US62526P1093,1,2467,1.58,3,USD,1202.7
45825,45825,acc_682,20220301,52,18,18,US62526P1093,2,2467,1.86,3,USD,1202.7
45826,45826,acc_682,20220301,51,18,18,US05360L2051,1,2000,0.67,3,USD,1202.7
45827,45827,acc_682,20220301,50,18,18,US05360L2051,2,1000,0.66,3,USD,1202.7
45828,45828,acc_682,20220301,48,18,18,US05360L2051,2,655,0.66,3,USD,1202.7
45829,45829,acc_682,20220301,33,1,1,US05360L2051,2,76,1.0098,3,USD,1202.7
45830,45830,acc_682,20220301,47,2,2,US05360L2051,1,573,0.9,3,USD,1202.7
45831,45831,acc_682,20220301,26,1,1,US05360L2051,1,100,0.97,3,USD,1202.7
45832,45832,acc_682,20220301,1,0,0,US36151G1058,2,1000,0.83,3,USD,1202.7
45833,45833,acc_682,20220301,2,0,0,US36151G1058,2,489,0.83,3,USD,1202.7
45834,45834,acc_682,20220301,3,0,0,US36151G1058,2,100,0.83,3,USD,1202.7
45835,45835,acc_682,20220301,4,0,0,US36151G1058,2,1500,0.83,3,USD,1202.7
45836,45836,acc_682,20220301,5,0,0,US36151G1058,2,700,0.83,3,USD,1202.7
45837,45837,acc_682,20220301,6,0,0,US36151G1058,2,900,0.83,3,USD,1202.7
45838,45838,acc_682,20220301,7,1,1,US36151G1058,1,100,0.705,3,USD,1202.7
45839,45839,acc_682,20220301,8,1,1,US36151G1058,1,2100,0.705,3,USD,1202.7
45840,45840,acc_682,20220301,9,1,1,US36151G1058,1,119,0.705,3,USD,1202.7
45841,45841,acc_682,20220301,10,1,1,US36151G1058,1,2070,0.705,3,USD,1202.7
45842,45842,acc_682,20220301,11,1,1,US36151G1058,1,1,0.705,3,USD,1202.7
45843,45843,acc_682,20220301,12,1,1,US36151G1058,1,299,0.705,3,USD,1202.7
45844,45844,acc_682,20220301,13,1,1,US05360L2051,2,500,1.04,3,USD,1202.7
45845,45845,acc_682,20220301,14,1,1,US05360L2051,2,500,1.04,3,USD,1202.7
45846,45846,acc_682,20220301,36,1,1,US05360L2051,2,300,1.0098,3,USD,1202.7
45847,45847,acc_682,20220301,15,1,1,US05360L2051,2,500,1.04,3,USD,1202.7
45848,45848,acc_682,20220301,17,1,1,US05360L2051,2,400,1.04,3,USD,1202.7
45849,45849,acc_682,20220301,25,1,1,US05360L2051,1,100,0.97,3,USD,1202.7
45850,45850,acc_682,20220301,24,1,1,US05360L2051,1,100,0.97,3,USD,1202.7
45851,45851,acc_682,20220301,23,1,1,US05360L2051,1,900,0.97,3,USD,1202.7
45852,45852,acc_682,20220301,16,1,1,US05360L2051,2,1184,1.04,3,USD,1202.7
45853,45853,acc_682,20220301,35,1,1,US05360L2051,2,1000,1.0098,3,USD,1202.7
45854,45854,acc_682,20220301,21,1,1,US05360L2051,1,100,0.97,3,USD,1202.7
45855,45855,acc_682,20220301,20,1,1,US05360L2051,1,200,0.97,3,USD,1202.7
45856,45856,acc_682,20220301,19,1,1,US05360L2051,1,200,0.97,3,USD,1202.7
45857,45857,acc_682,20220301,18,1,1,US05360L2051,1,100,0.97,3,USD,1202.7
45858,45858,acc_682,20220301,22,1,1,US05360L2051,1,200,0.97,3,USD,1202.7
45859,45859,acc_682,20220302,3,18,18,US40145Q4010,2,708,0.43,3,USD,1205.6
45860,45860,acc_682,20220302,4,18,18,US40145Q4010,2,800,0.43,3,USD,1205.6
45861,45861,acc_682,20220302,5,18,18,US40145Q4010,2,1709,0.43,3,USD,1205.6
45862,45862,acc_682,20220302,7,18,18,US40145Q4010,1,1435,0.45,3,USD,1205.6
45863,45863,acc_682,20220302,8,21,21,US62526P1093,2,2554,1.12,3,USD,1205.6
45864,45864,acc_682,20220302,2,18,18,US40145Q4010,2,3208,0.43,3,USD,1205.6
45865,45865,acc_682,20220302,1,0,0,US62526P1093,1,2554,1.14,3,USD,1205.6
45866,45866,acc_682,20220302,6,18,18,US40145Q4010,1,4990,0.45,3,USD,1205.6
45867,45867,acc_682,20220308,2,6,6,MHY3894J1047,2,200,4.74,3,USD,1225.4
45868,45868,acc_682,20220308,1,6,7,MHY3894J1047,2,200,4.68,3,USD,1225.4
45869,45869,acc_682,20220308,3,7,7,MHY3894J1047,1,400,6.0,3,USD,1225.4
45870,45870,acc_682,20220309,5,19,21,US83204U1034,1,3703,0.97,3,USD,1225.4
45871,45871,acc_682,20220309,4,19,19,US83204U1034,2,1000,0.93,3,USD,1225.4
45872,45872,acc_682,20220309,3,19,19,US83204U1034,2,837,0.93,3,USD,1225.4
45873,45873,acc_682,20220309,2,19,19,US83204U1034,2,67,0.93,3,USD,1225.4
45874,45874,acc_682,20220309,1,19,19,US83204U1034,2,1799,0.93,3,USD,1225.4
45875,45875,acc_682,20220316,7,18,18,US23292E1082,2,59,2.41,3,USD,1241.7
45876,45876,acc_682,20220316,8,18,18,US23292E1082,2,151,2.41,3,USD,1241.7
45877,45877,acc_682,20220316,9,23,23,US74969N1037,1,100,2.14,3,USD,1241.7
45878,45878,acc_682,20220316,13,23,23,KYG332771073,1,7000,0.1498,3,USD,1241.7
45879,45879,acc_682,20220316,12,23,23,US74969N1037,1,100,2.14,3,USD,1241.7
45880,45880,acc_682,20220316,6,18,18,US23292E1082,2,332,2.41,3,USD,1241.7
45881,45881,acc_682,20220316,14,23,0,US23292E1082,1,342,2.57,3,USD,1241.7
45882,45882,acc_682,20220316,15,23,0,US23292E1082,1,200,2.57,3,USD,1241.7
45883,45883,acc_682,20220316,11,23,23,US74969N1037,1,300,2.14,3,USD,1241.7
45884,45884,acc_682,20220316,5,18,18,KYG332771073,2,1528,0.15,3,USD,1241.7
45885,45885,acc_682,20220316,10,23,23,US74969N1037,1,100,2.14,3,USD,1241.7
45886,45886,acc_682,20220316,3,18,18,KYG332771073,2,4000,0.15,3,USD,1241.7
45887,45887,acc_682,20220316,2,18,18,US74969N1037,2,500,2.08,3,USD,1241.7
45888,45888,acc_682,20220316,4,18,18,KYG332771073,2,1472,0.15,3,USD,1241.7
45889,45889,acc_682,20220316,1,18,18,US74969N1037,2,100,2.08,3,USD,1241.7
45890,45890,acc_682,20220317,1,20,20,US29268T4094,2,394,1.87,3,USD,1240.4
45891,45891,acc_682,20220317,2,20,20,US29268T4094,2,6,1.87,3,USD,1240.4
45892,45892,acc_682,20220321,1,22,22,US6541061031,2,11,133.26,3,USD,1211.1
45893,45893,acc_682,20220322,1,21,21,CA26142Q2053,2,247,3.13,3,USD,1213.7
45894,45894,acc_682,20220322,2,21,21,CA26142Q2053,2,23,3.13,3,USD,1213.7
45895,45895,acc_682,20220322,3,22,23,CA26142Q2053,1,270,3.27,3,USD,1213.7
45896,45896,acc_682,20220324,1,18,18,US31187R1005,2,300,2.69,3,USD,1212.7
45897,45897,acc_682,20220324,2,18,18,US31187R1005,2,75,2.69,3,USD,1212.7
45898,45898,acc_682,20220324,3,18,18,US31187R1005,2,200,2.69,3,USD,1212.7
45899,45899,acc_682,20220329,1,23,23,US0090661010,1,20,174.32,3,USD,1225.7
45900,45900,acc_682,20220329,2,23,23,US6541061031,2,12,138.16,3,USD,1225.7
45901,45901,acc_682,20220330,2,0,0,US83406F1021,2,40,10.25,3,USD,1220.5
45902,45902,acc_682,20220330,1,0,0,US83406F1021,2,60,10.25,3,USD,1220.5
45903,45903,acc_682,20220407,1,22,22,US83406F1021,2,98,8.14,3,USD,1219.1
45904,45904,acc_682,20220418,7,21,21,US30162V4095,2,194,0.41,3,USD,1230.1
45905,45905,acc_682,20220418,5,21,21,US30162V4095,2,500,0.43,3,USD,1230.1
45906,45906,acc_682,20220418,3,21,21,US30162V4095,2,500,0.43,3,USD,1230.1
45907,45907,acc_682,20220418,4,21,21,US30162V4095,2,2000,0.43,3,USD,1230.1
45908,45908,acc_682,20220418,1,0,0,US30162V4095,1,3800,0.384,3,USD,1230.1
45909,45909,acc_682,20220418,2,17,17,VGG1466B1031,2,7000,0.23,3,USD,1230.1
45910,45910,acc_682,20220418,6,21,21,US30162V4095,2,200,0.41,3,USD,1230.1
45911,45911,acc_682,20220418,8,21,21,US30162V4095,2,406,0.41,3,USD,1230.1
45912,45912,acc_682,20220419,4,23,23,US6541061031,2,9,134.99,3,USD,1232.8
45913,45913,acc_682,20220419,3,23,23,US83406F1021,2,120,7.41,3,USD,1232.8
45914,45914,acc_682,20220419,2,23,23,US83406F1021,2,80,7.41,3,USD,1232.8
45915,45915,acc_682,20220419,1,23,23,VGG1466B1031,1,7000,0.1901,3,USD,1232.8
45916,45916,acc_682,20220608,1,23,23,US29268T4094,1,400,2.73,3,USD,1257.1
45917,45917,acc_5841,20220106,1,2,2,US02376R1023,2,3,18.7564,3,USD,1198.2
45918,45918,acc_5841,20220118,1,0,0,US02376R1023,2,4,18.37,3,USD,1192.3
45919,45919,acc_5841,20220118,3,0,0,US2473617023,1,10,40.0401,3,USD,1192.3
45920,45920,acc_5841,20220118,4,23,23,US02376R1023,2,5,18.41,3,USD,1192.3
45921,45921,acc_5841,20220118,2,0,2,US02376R1023,2,5,18.14,3,USD,1192.3
45922,45922,acc_5841,20220119,1,23,23,US02376R1023,2,5,17.69,3,USD,1188.9
45923,45923,acc_5841,20220124,3,1,1,US2473617023,1,10,36.4301,3,USD,1193.6
45924,45924,acc_5841,20220124,2,1,1,US02376R1023,2,10,15.64,3,USD,1193.6
45925,45925,acc_5841,20220124,4,1,1,US2473617023,1,10,36.55,3,USD,1193.6
45926,45926,acc_5841,20220124,1,1,1,US02376R1023,2,10,15.65,3,USD,1193.6
45927,45927,acc_5841,20220125,1,0,0,US74347X8314,2,3,53.9291,3,USD,1194.2
45928,45928,acc_5841,20220125,2,0,0,US74347G4322,2,3,43.61,3,USD,1194.2
45929,45929,acc_5841,20220126,1,23,0,US02376R1023,2,10,16.7,3,USD,1197.8
45930,45930,acc_5841,20220126,3,23,23,US2473617023,1,5,39.66,3,USD,1197.8
45931,45931,acc_5841,20220126,2,23,23,US2473617023,1,10,39.66,3,USD,1197.8
45932,45932,acc_5841,20220126,4,23,23,US74347X8314,1,3,56.6707,3,USD,1197.8
45933,45933,acc_5841,20220127,1,0,0,US74347X8314,2,3,56.01,3,USD,1197.0
45934,45934,acc_5841,20220203,4,0,4,US02376R1023,2,7,16.64,3,USD,1205.7
45935,45935,acc_5841,20220203,1,0,0,US74347X8314,1,3,60.38,3,USD,1205.7
45936,45936,acc_5841,20220203,3,0,0,US2473617023,2,5,40.22,3,USD,1205.7
45937,45937,acc_5841,20220203,5,0,1,US78472F1012,2,100,2.75,3,USD,1205.7
45938,45938,acc_5841,20220203,2,0,0,US74347G4322,2,5,37.925,3,USD,1205.7
45939,45939,acc_5841,20220209,1,3,3,US02376R1023,1,50,18.8801,3,USD,1197.8
45940,45940,acc_5841,20220209,7,3,3,CA86730L1094,2,200,0.57,3,USD,1197.8
45941,45941,acc_5841,20220209,6,3,3,US74347G4322,1,8,36.0807,3,USD,1197.8
45942,45942,acc_5841,20220209,5,3,3,US74347X8314,2,2,62.28,3,USD,1197.8
45943,45943,acc_5841,20220209,4,3,3,US74347X8314,2,1,62.28,3,USD,1197.8
45944,45944,acc_5841,20220209,3,3,3,US78472F1012,1,100,2.9207,3,USD,1197.8
45945,45945,acc_5841,20220209,2,3,3,US4627261005,1,3,72.45,3,USD,1197.8
45946,45946,acc_5841,20220211,3,3,3,US74347X8314,2,3,55.4999,3,USD,1196.0
45947,45947,acc_5841,20220211,2,3,3,US2473617023,1,10,43.69,3,USD,1196.0
45948,45948,acc_5841,20220211,1,3,3,US02376R1023,1,50,18.3804,3,USD,1196.0
45949,45949,acc_5841,20220211,9,3,3,US30303M1027,2,1,221.16,3,USD,1196.0
45950,45950,acc_5841,20220211,5,3,3,US74347X8314,2,4,55.42,3,USD,1196.0
45951,45951,acc_5841,20220211,6,3,3,US74347X8314,2,1,55.47,3,USD,1196.0
45952,45952,acc_5841,20220211,4,3,3,US74347X8314,1,6,55.64,3,USD,1196.0
45953,45953,acc_5841,20220211,8,3,3,US30303M1027,2,1,220.82,3,USD,1196.0
45954,45954,acc_5841,20220211,7,3,3,US74347G4322,2,1,40.4,3,USD,1196.0
45955,45955,acc_5841,20220214,9,4,4,US02376R1023,2,5,17.44,3,USD,1199.6
45956,45956,acc_5841,20220214,8,3,3,US02376R1023,2,5,17.7899,3,USD,1199.6
45957,45957,acc_5841,20220214,7,0,0,US02376R1023,2,5,17.66,3,USD,1199.6
45958,45958,acc_5841,20220214,10,4,4,US74347X8314,2,3,52.22,3,USD,1199.6
45959,45959,acc_5841,20220214,6,0,0,US74347X8314,2,1,53.41,3,USD,1199.6
45960,45960,acc_5841,20220214,5,0,0,US8552441094,2,1,93.35,3,USD,1199.6
45961,45961,acc_5841,20220214,4,0,0,US8552441094,2,3,93.09,3,USD,1199.6
45962,45962,acc_5841,20220214,3,0,0,US5494981039,2,2,27.5999,3,USD,1199.6
45963,45963,acc_5841,20220214,2,0,0,US09060J1060,2,10,5.52,3,USD,1199.6
45964,45964,acc_5841,20220214,1,0,0,US09060J1060,2,10,5.52,3,USD,1199.6
45965,45965,acc_5841,20220214,11,23,23,CA86730L1094,1,200,0.645028,3,USD,1199.6
45966,45966,acc_5841,20220215,6,1,2,US02376R1023,2,5,18.59,3,USD,1198.3
45967,45967,acc_5841,20220215,2,1,1,US74347X8314,1,9,56.4904,3,USD,1198.3
45968,45968,acc_5841,20220215,3,1,1,US74347G4322,2,3,39.04,3,USD,1198.3
45969,45969,acc_5841,20220215,4,1,1,US30303M1027,2,1,216.66,3,USD,1198.3
45970,45970,acc_5841,20220215,13,2,2,CAC009481069,2,50,1.71,3,USD,1198.3
45971,45971,acc_5841,20220215,12,2,2,US83406F1021,2,5,12.14,3,USD,1198.3
45972,45972,acc_5841,20220215,11,2,2,US02376R1023,2,1,18.67,3,USD,1198.3
45973,45973,acc_5841,20220215,10,2,2,US30303M1027,2,1,217.4,3,USD,1198.3
45974,45974,acc_5841,20220215,9,2,2,US30303M1027,1,3,217.44,3,USD,1198.3
45975,45975,acc_5841,20220215,8,1,1,US02376R1023,2,1,18.71,3,USD,1198.3
45976,45976,acc_5841,20220215,7,1,1,US74347X8314,2,1,56.68,3,USD,1198.3
45977,45977,acc_5841,20220215,5,1,1,US02376R1023,1,100,18.61,3,USD,1198.3
45978,45978,acc_5841,20220215,1,1,1,US02376R1023,1,37,18.5235,3,USD,1198.3
45979,45979,acc_5841,20220218,2,0,0,US30303M1027,2,1,208.51,3,USD,1197.1
45980,45980,acc_5841,20220218,3,4,4,US02376R1023,2,5,17.94,3,USD,1197.1
45981,45981,acc_5841,20220218,4,4,4,US74347G4322,1,4,43.4301,3,USD,1197.1
45982,45982,acc_5841,20220218,5,4,4,US2473617023,1,10,42.92,3,USD,1197.1
45983,45983,acc_5841,20220218,6,4,4,CAC009481069,1,50,1.77,3,USD,1197.1
45984,45984,acc_5841,20220218,7,4,4,US30303M1027,2,1,206.66,3,USD,1197.1
45985,45985,acc_5841,20220218,8,4,4,US74347X8314,2,2,50.67,3,USD,1197.1
45986,45986,acc_5841,20220218,9,4,4,US2473617023,2,2,43.09,3,USD,1197.1
45987,45987,acc_5841,20220218,10,4,4,US74347X8314,1,3,51.33,3,USD,1197.1
45988,45988,acc_5841,20220218,12,4,4,US02376R1023,1,12,18.0206,3,USD,1197.1
45989,45989,acc_5841,20220218,13,4,4,US02376R1023,2,2,17.9965,3,USD,1197.1
45990,45990,acc_5841,20220218,14,4,4,US83406F1021,1,10,11.49,3,USD,1197.1
45991,45991,acc_5841,20220218,1,0,0,US30303M1027,1,1,209.05,3,USD,1197.1
45992,45992,acc_5841,20220218,11,4,4,US83406F1021,2,5,11.535,3,USD,1197.1
45993,45993,acc_5841,20220222,1,23,23,US2473617023,2,2,42.2699,3,USD,1194.6
45994,45994,acc_5841,20220222,2,23,23,US02376R1023,2,3,17.65,3,USD,1194.6
45995,45995,acc_5841,20220303,1,0,0,US2473617023,1,4,37.0,3,USD,1205.0
45996,45996,acc_5841,20220303,8,0,0,US8552441094,2,1,91.9393,3,USD,1205.0
45997,45997,acc_5841,20220303,9,0,0,US29415C1018,2,10,3.63,3,USD,1205.0
45998,45998,acc_5841,20220303,7,0,0,US8552441094,1,4,91.951,3,USD,1205.0
45999,45999,acc_5841,20220303,6,0,0,US5494981039,2,1,22.8581,3,USD,1205.0
46000,46000,acc_5841,20220303,10,1,1,US1347481020,2,10,6.07,3,USD,1205.0
46001,46001,acc_5841,20220303,4,0,0,US02376R1023,1,5,15.795,3,USD,1205.0
46002,46002,acc_5841,20220303,3,0,0,US5494981039,1,2,22.7406,3,USD,1205.0
46003,46003,acc_5841,20220303,2,0,0,US2473617023,2,2,36.95,3,USD,1205.0
46004,46004,acc_5841,20220303,5,0,0,US02376R1023,2,1,15.78,3,USD,1205.0
46005,46005,acc_5841,20220308,8,0,0,US2473617023,2,5,30.6692,3,USD,1225.4
46006,46006,acc_5841,20220308,1,0,0,US30303M1027,1,2,188.38,3,USD,1225.4
46007,46007,acc_5841,20220308,3,0,0,US1347481020,1,10,4.87,3,USD,1225.4
46008,46008,acc_5841,20220308,4,0,0,US1347481020,2,10,4.865,3,USD,1225.4
46009,46009,acc_5841,20220308,5,0,0,US8552441094,1,1,84.5301,3,USD,1225.4
46010,46010,acc_5841,20220308,6,0,0,US8552441094,2,1,84.46,3,USD,1225.4
46011,46011,acc_5841,20220308,7,0,0,US30303M1027,2,1,187.8,3,USD,1225.4
46012,46012,acc_5841,20220308,9,0,0,US02376R1023,2,2,12.955,3,USD,1225.4
46013,46013,acc_5841,20220308,2,0,0,US30303M1027,2,2,187.86,3,USD,1225.4
46014,46014,acc_5841,20220316,1,0,0,US02376R1023,2,2,16.26,3,USD,1241.7
46015,46015,acc_5841,20220316,2,0,0,US09060J1060,1,20,5.5803,3,USD,1241.7
46016,46016,acc_5841,20220316,3,0,0,US30303M1027,1,2,201.13,3,USD,1241.7
46017,46017,acc_5841,20220318,4,23,23,US8552441094,2,2,86.12,3,USD,1220.6
46018,46018,acc_5841,20220318,3,23,23,US5494981039,2,3,25.5099,3,USD,1220.6
46019,46019,acc_5841,20220318,2,23,23,US1347481020,2,10,5.1999,3,USD,1220.6
46020,46020,acc_5841,20220318,1,23,23,US02376R1023,2,10,16.72,3,USD,1220.6
46021,46021,acc_5841,20220322,1,0,0,US02376R1023,2,10,16.35,3,USD,1213.7
46022,46022,acc_5841,20220322,2,0,0,US29415C1018,2,10,4.3,3,USD,1213.7
