,index,cus_no,act_no
7820,46182,5ba795592427a542353754a8491ec338b7892fb3d757f97387cf8c3e45ea9508,fd76342cd63ea2d17e130fb8275659f2d63fb0ac1242e8152e670d22395ae54d
7821,46188,393d67785239d7b961e9644a2097d5199461c8f807d3030649f2d528eb1c9933,a32d413af8d81a6f5bc22ae6df3b231f00fd8695eabd00993f94b9ac64f95a53
7822,46191,e439a18a5a9ab181fbb7336229ff593cdf09385b0c3a3be97379c863c2833d1e,e313ab7a660c0dc17868cf42bbb9d6791e556141b42f67f4b4e90ea8e9f73dbe
7823,46197,8f85f1f69ed53e467f55db304690cddbc19c185f6cf30e1720146c87d59c411d,5dcfcb7b1aaabb05005356acd06905c7e656bec55b8961089161e97d1ac84667
7824,46203,97e99949dd6abcef8641d066b067e6265d93604fb8a2e09d7e3afbe1b083f219,cc66ddf42fe9bd136d3bda5e0722b387e5d35a6c537e205d3cb1423f1baabdd3
7825,46209,cb05e08561a21575c4e3cc4ff716d7319dd32cd1e44e29edf93c8f880d5f547a,492026db35556e8d3789e3721b71fce7519cec0e83ae90ed2d72617d7f54ea4b
7826,46215,0a0ab8a70d5d6c40f45ba8b9d0e94152fd02074022ae39e779b8576fd7e6312e,ad229e352c8f0952518bdb77701a98d22437c078c9a2b329c4b8875e07c33c32
7827,46221,ede046c4da871a07ce7a82d2692c359a979123c017b44f7232a9fd0a67856e8f,dad57dbc1fe326a922ad5c5b2faf7ed0510574b7556e860adea16cdaf3e68001
7828,46227,16d02e1ddcdab74b7a3357e1a55abde72e4cd10b10165183f678be44ccad3298,66545476c09b170035ee44ac318d8a917c9c4dedbeb3095ebfe8d730418d1b62
7829,46233,c7750c6b6bf00cbe0baec58ad09e940ab1e93e1b0f84df2df4ff8acf3d8d67c3,a16f0a8fa4d16d927712b0540c61f2c227f52243ca1ed22b521d48b5b40ca7b3
7830,46239,ec22bdad5d6b336dac9a1a3410f486c575f567417678656582b3cbf669f6b978,045987a5ee0f0d451b4caa9d5a100aad7aadabeaa54b006e481a9eede30c6dfe
7831,46245,de7b94ebbf884fa65d5d4e709a1b033eb8ec29d0a211af94dd88873d5c8168cc,eec03129423ba4535d848950f834d20a7d90df11c66ab0da394a68f64fad1c33
7832,46251,c01e4b1c399e1a2494f0e3bd14f37f12a3a35b5d906f030c88b957c70aaa21b9,02a2c9b5e7ec91bc531464695112b7b7282332949523374bee6a33ceb6488980
7833,46257,b2f134e28edf4d96b63cd35c5b9b3702c2c9b3817ba7ebc7f4221b5e3d5771b8,8ad0aa06e82f30c63a26ffaeafad403deba076405360a69954f19559a6173e39
7834,46263,ea32e8dbac586931d7bd60389686f6754742341f18786b125ec09bb14861b562,364e61ce083553a7f5aff14cbfd90eec140048910c2f519823c60795e51458ff
7835,46269,24fed428e21367828e6e356b17251c6143b6a6044d50f6c5b717a6780364bd88,90b8264b4728652bda7b59282b3bb45d0cbfaf73852ea6a6ba3bc43cd530b52f
7836,46275,3932edd35f5522eb48a30d81f65df3e0ed1265f41dd80dbbbda392f6845158c3,a1e522ff32809be3243587bdf670f66a2cb771d5d62b25d9695a6c835534d2fd
7837,46281,e32c00e892b74f75d2712e5f53e423439c0ccd8419e4023a38f016ceb0eb5891,bf15698fe00dbd44ed43056e069e93663f2beb045806e34648ab26aaed6a0569
7838,46287,1f79d00393e2c9c210797337f427d8dd47115c15447ff7f5260491e3b48dd928,70c3d81d639ad434076b0c8a8fd3c72fa5d5b8adf8651308003ca598180c13a5
7839,46293,7ce25fb6db68048c052d33ad2ed5fa689d5d74270215021b41fd48428fc2de59,354a0d960f3beeb9d89fb901cad0400e73822187da7ac1666f0e8f8f3a380465
7840,46299,f3a91c5199efd1f54d68b4b221d2e8ee4e282fed50c29f7ca101e7e4e679e51c,18b0dccbab021e1d9afa2430da102bb898a4bde9ccbca7e73970f4f3a7972151
7841,46305,7c2ade5b23860bfdd64ca14b678021929ce9382b2874092871ce6d140bf25256,94243f1f33de7ef69d50192aaa9d91e94617055c6157899d532942311222e70a
7842,46311,0ad67f3c8a0cf6e6106e88ffe47765c4087dfcd223798e7a78ec1e815f288e5a,5b7498ec71d726a0f06c0bc24cdc9a5e74fb4a3fe956bd35413d0b3b078ff1cd
7843,46317,81163c6c2fbf60e5fd009f2e8a4007a73322a446be000db6cc3946261a0dfabf,ef3caaf747628ca28d48d3aadac338d318e640356e4e923a37c2880061eeec6c
7844,46323,f17af2ecaf656798c893bd957c49927542ab55af47b8a5130ca8e203df7f5359,7f6cc814c73fd71c1c5ad58430691e0a841c4b84f68b3ffc4414e765a030b3a0
7845,46329,f44d21db08a31d3b641d90197f474768c1a681844472115bf76399c205a01d89,5b84a01cc063f6fa21faec670bbfd10dac83e8e851fd0bdbbffd69a8cbe7ff2a
7846,46335,61594ffabde5489cd60335e9ee1b31ae8d7b4a5396a8d3bc408544e4ffa0b652,c17dd935aef5ab59085d040ff3ad5b9ec5b7fad50b13e1f703b0fbf8f1ef2218
7847,46341,9a8afb018bff8e27c41adf660d9060a92ece9cdc474902b6e2aa2707975f8d34,a7ba0fa6f47b5e50ae75541c5cbf0658ca86a2b7cd9c05c8b4e29c4e86354161
7848,46347,4775c284fab0389814c54ed7ee9c93f83fba7a2b6c40a16e5190c5c1c129c0ec,dc313b8d6211c527488554c1a04bf0b86997c625ac532beb1596cae5b8362d1b
7849,46353,8cf3e65bb28d50ea2bf4a32e05575207ed744e592249f75316bfafe64e3e68d4,8aef7251f4c341c48481017464b7852d0bc1efc812da8bc5d0f2c3dc766b2335
7850,46359,7e417f57ba7bcac379f4797ea32d397d4c5a017fb2ca723145e2ae41dcccad58,2dee532a250393748d883455efb4a6b39d2707d66035bcdee13a3fe58578214e
7851,46365,cd21a35c8d864761e27348d07f7d1b4adae218b682b8b0e330b5e9b2fd45e096,56e8e74d284574ce1323afaa25cfb654fa9d0900acbb89ba26f800f9bd5baa05
7852,46371,126215d9ccb766fb68395031201fa42bcc233629870001bd0af72840cd0ef9a3,d5eaf6034fbc980e84e26069314564e9717579cc1f1cb1ae1f755d58fe51e099
7853,46377,41837b4b8695d8cebe26435b1510274c20fafaaba83c52780fad4807fc6e7b22,44e31a1b77cc8da6020222e0e5517e19c39a605faa810148b113528481451c2b
7854,46383,162563d2f012647a607a3671a6690c1fbbf0ba33dcd303cb383f3617a045804e,5baa0d6836282ed44e59efddcc5e9083c1d5ccbc781bed45f9828d3c3f8ec55a
7855,46389,6988ab9d370b7768026c3189e72d580ac666a7ff2ed7f65c1c3e245f0646576b,f0f7c53b15c0d007c6833f2ae523060fd9e1c920b0dde0c0b9febaa3a18374f7
7856,46395,de697472ee5b6fea01d504d1c0527337184ee0fa8486a8397de59fe33acbfb96,77b49cfb7ac58845bff40201d61e90ce1f0c2cb478b9cca85d00be6f3537a8e4
7857,46401,5fc4713949542dbe9766833baaa2843af72a9cc075b680e21b95bba76137ac29,3bfcf67b7937b02d2bc2bee8d415fa53b69bc87e44a13f72f3ecd255e272476a
7858,46407,99352abd2d3e1fb49fd1e3b8116b7483cb8cd7e6c34dd8193bd9fffbde04f9d2,ec898769327202a5812f51182e980032849bbb46b0573ae22143abb96c0d6b8d
7859,46413,41ce870cdc350ee85d324378fbbac0312f44c27eaf667968b934a9ed24b75236,09d7b8c1f17d2f4e9fbf71c1d330a87378ba66f7e97e544107d62759b68662fd
7860,46419,151765bb574fad566d9bc54f4627cd8f0fc725ffefb1a8b4311ce0ac17cfe090,ea78cda5c74e90c58fb0d6b7e083a35dfd056889b7af0364fc9a5e025166555b
7861,46425,fa5733f020301981ebc8d750ce4adfed362207fa128263ee1655960249d79ff6,20fda284d23b2236287fd56647b8ce39ece1869bea4b1b17c7af106d4a8490b9
7862,46427,6e10fbbdfcc5649acfb517388e8df770a52bd47a460900348942d4d16bf43fb5,ec740643ccac4451d8d828606e8d453696ad97b7885e5661644f04a0186a4000
7863,46433,c3ee7b40b3ab4eb954248e684bf453c566ae52841b6cf4670e92ea3c803a01a3,3bf1c5a5ef7e1d94f65a58629656d506e80aa015eae74f78a0b25c5eea2b39b8
7864,46439,96f80780dffe1896248dd5982c6776ab0609ef9cd35e2e4e36b878692748d4ba,b29411b929c49c1cbb8c65e4be4e12babeaea07d279fb9be33950b1b2da52698
7865,46445,33211d08ae88798fabe5cbc941b893c0fb355c288148ef3c383bc256fb6ee46d,33515ddbf7bdb90e11d5b007d0c700db26ead677b8e2f2dd29da96c541114a66
7866,46451,709ef81bd9e53c47cf5ef418df12f4903f0cb892fc5c0914b3d87892d499d757,9630a63fcd66d0206d8e29de10fdf3bd73846ecf8bdc3933e046c2495bb91d20
7867,46457,699f0a3cb01d4190477988cdc476f135f80077e8ffefa6880f233cc88f750a87,eed8307319026551f76491a2b42a04f4f0370f7327747fee0aee35881dbcff8b
7868,46463,681eb9e77c28d5fbf2070eb961ee183edf406426f30293b2d82fc92beacffa0c,d88be7efc932367e83ead80bfc3a57c2756d74fbbbcd8a93c178296cd1453982
7869,46469,f20f12672c59dd4d94f57f268c1730df07ff18b02dffd1cce9fe5b68400ccc58,783bb684dc7a90bba6145de45b6260d68257398c24ae717053b55c60c3c23696
7870,46475,aecd4df909ab71c031fecce1ef4bd7c892c8ee5416eeb7b2388787a3bb0f8cf1,37af1bc306e61e33e513d541b4b985ee46b376e5e56f60d8aa0df48304eb9d10
7871,46481,35425a5b5fff7db2576124b75b945a08eed934d7d2352ceaf423821f00ce56f6,52d79fe3ef07c86df1cddbc1c8c6a87cc09cacc63eb9c0d65bed54fa5522885b
7872,46487,2ae15eb14bd61ab73ad3fb049ac9b40f73f91545c682f03f6abfef4b5530648c,90cbdf48d1201319347f04fee387f60c0e4bf4a60faae69dafe5c0b3078dbff0
7873,46493,24549f0561457360c441ebdb51068c45bf6f6b79a047c0e4a23199ce80137c65,f5c93db4ab6e6f670653e002b7595e3ca391e04e8d65d6484f5763bb39608742
7874,46499,b129c14f72c6f1ea570d76950fda3025d196694f3ccdd37dad7b8acf09b0efc1,82367d221b36dc17c689cb503712e3f6a69cb0c099883a368fa2427b3775638d
7875,46505,b3c5abb1fa7ad3c26c77e90fb5c1c807c679d0164ad14b30e569c3658385832e,99c1871decea92194a1e3f62320e29a30aa462c7a918f7d945d94b2e2d673817
7876,46511,576f30586edf78660a7154a54aa51e24310a0d6a93ce35234b24a1d3b9be2e75,869b2da62127e09e3cf1eb3590c4fbdda9ab12421dffab8a2dcee9cb7119e92f
7877,46517,29caac618eb5da8ee9cf59e37a218d5f5086a598b034281418364995c5d50391,7e8aaf0350b9ccffad78de007adfa3ced83af915fdf7a528074fbf294be1e08b
7878,46523,267b289b9bcedde8648f7855222f0f01f5a157d6e147aa972f59ba1b115d5488,5e42f70c1c4f7f9ba58a07058d5cf87264085ba2ec218e60e89a50ada647772c
7879,46529,dfa8dce8bbff9a565d7cd6bd405238d79094ea807db17d3166247ac5ec2c4a1a,d9790b9b69bc17e687fc0ba16d38cdc926630a2726c7a0edeede77af851c507c
7880,46535,34ae4d2a737bb7552acf528a99482bbd09c098e05b3a089d6e411022dbc5cb74,8c2a64d3c4892b52aa3079fa6974ad7ccf5147d2f76a2eedb9a0bae77276b86e
7881,46540,0829ba5418525f97c40ef9a7b4293cddb4a3409e2736824c8b0021c0b3a19f4b,5e1c30a6a74119166e54ba2917a7e676168239671d09ecd0758394e0c80043d3
7882,46543,774b79c62152b5a5f91a38539c64cdc6a251bb16f094731fbf241c279045b6dc,9c5a72c71899fbb83cc6d42794adc766267e944ff5fac6e88285d2f2a2bbfcdd
7883,46544,77e030ae21ecde443c19f0bc372d04e3b09acb44a37e12c6b673b09d0e563b2e,5318b88957291ea8b086a6ed3dfaa7c62d5b6962019edc3060bef73f1427ff56
7884,46550,b24e5846ea5d205abae4a960a103b6f59acc5012ae4c771c9658612bad4451a5,fabe40fad0f431443dda0902d0d75efe7b2fe9953b83ef400010df99b06475f1
7885,46556,bc11a6e23077099f2bc3c8695a501087b296f810d5db68bb63b9debf074753f4,f27c1a2012e423ed66aa881d6dd5cf3a8d96e335bcd6f400f24620e1cdd3d04d
7886,46562,ae7236ccd48daa2e79a3d5320d619289c737394e8c0e200dd7f3e8d7ce3c5654,d91bb8b2d966263659689e6043bb2e42447e2a364859b1a93f6585782e81ae8b
7887,46568,11f1de1d94e93511b5b7e9d43f592a83ca4be2afe2379ac75af5b6b7892c2fe3,28ba39cac275fc566e56458a70a08db107c4fab84f99968d86d3a61c40398980
7888,46574,30d890818e4da9410d091051c6fa027dd8bd7a38981855c336071d4a0791b223,1fc99d462051719d72d9098ea8729fec3bab6ac31fe7d1be7bc4a600d74e0a8e
7889,46580,2185a4c1f3092a724a05e305c827b80ecf3780542ce78887f732f93e1809b09c,89280d3711f7731d03e34284bcfb73f48294ff3925d0282ce79019a450a6c109
7890,46586,ebeb5d7ef47313b2e46ae87b435f078abaa042e8f1357ebb04e2522791fb866b,e687d2e5561bc6b0c7a837cce41bb053f7261ef650e23e4f3e7d97d741b57cc7
7891,46592,04b7949f8ff8fc21e103afb5a8a6351b783ed758b3eeea9507dd7683a40348ec,26e146b4736509aae9ae7cd3a2fafc17b917e6f45b2033ab7a9e664b92b5b2ec
7892,46598,7fddad72bdd7d19621ecadb31471f3557ad31cd9af48558c00acde5cbdc75682,5601545d63d05d9843bba93ba45c946156444322d0ea8b17008bafec3ee702c3
7893,46604,83244ad033c7f0974c918a49f3887cdb32773e78991e74cc555efca2957ab35d,210faed9a5166db21e40c7c6953a83b5f38485c04b2fa1bed4f87f43fc235584
7894,46609,48876f77d4f2322567f178103e5b490a01b8422d0959ff972870c0daa204771f,f9b6247936d51ff3edddd30b5c6e3e6e0bf56fb0e92b9884fc0bbe62849f6cb0
7895,46615,76d132a55f9b5f1493f029d9e47842eff4c6b82acc98c778104688cc846819f2,defc77b36ff3868ec8915d97c36e89e5ea1a3cb59c977407e92d7a1a88a61a7d
7896,46621,4f9144aa81e9857aa14c514d795650c6a87dc16d4aa81d60e89b95026062fd5e,3643ad39955c284e07ddd987520c259e7054e33963ae4e801ee67cde0dd9c304
7897,46627,cc641e3d6071fa6ab60a7468f377a4301c7ad26d8fd78d3fbe30f4fee7959649,afd55effea4b8f4bf2cb55ae262e7a702239aaac31e381984a9bb149c985d0a1
7898,46633,ecaddb95a0da3fc826559fd991635754789810d932a0ef38271bd072935cc241,07f3517d24eb0b1a34e59ee6fc6d5928e3ed042596e2521733efd8d6a0a7d704
7899,46639,ef09a9a5a6dcbca01d804ed6500114bf4f39abb7b8bb9702776cad730f57371d,60e60378e7b4533fa6b45facc2c7ec14eea15316211fba307b599f1ad49570b8
7900,46645,e0aa07dd58dd7cbe36a41475e139df747a29ef783bd8f05a59c5b8ba1fdf21d4,e7379208842ce6998a2cbcf55783931da3bf3240b30c29bb822c19c2d5127433
7901,46651,d33a15774de8a885465eae0f981f7156ac7db92e22185107e34ae8d163b835a8,53d65e76308c8e35004dae80395129371a11b9563d4b597d8b7f23f2827b00a1
7902,46657,10864d076627a041c171753cc0109dfa19e8a2677861f4554422c6ea612772ba,2801c0a58f3c7930ef1144d00cc10a6829d652f9bde118d19e091aa24b96bbd6
7903,46663,50a7ce395c2325eb471003460730fcd5a869154c22a4d45fea6be62f524ebfe5,b0d90d52af1dd5343c93e74f9b30f463e0089a1a90b91d29893f5176492a2079
7904,46669,e86d8bb5637deeb14ca3a8c5ff6a401067287fa7f3ee8ef9ef07c3c0b75a961c,7540a2bfbf56a2cb61cacf9005e0d781b18b39ef1e05f92883d66a293b816ce1
7905,46675,2aebd72f5d9512f87bf7b8f81f1404b5f4dd3fdc7ea3ef812282068c60ecc4b5,7f16e35d6dcbea21ac989b4aa820d862531564101005e62fa7c928f544022496
7906,46681,085ac259b9e19d1610ea0ff72452ad1bda184c7f41ce9adfd0c51c25f2417f75,8d472936a262928405750856c191e8372331bd74ef97b5da00c13d128f30efa4
7907,46687,5cfd13f1b140d240e3b87656a147596f2f7a0a93b861dfde7061879cf30bdf5a,1794307ca8f5868e94617ede56ec31b86912df1ad28588e9a6d4086d48dc26f3
7908,46693,a7210bdef5a8d9d81231ef6fdd74500d38cd9be0187bf67034ac6295b66218e5,a5835325826012492405daf7f396b7245c76876e3038dcb47eeb2ac0beb02f6e
7909,46699,3c65a57bd3040de65c21d92cf6c5d3b86a9f304a974e880ce1d1cd6486fe6640,398331b9d692641013a9519d9469001160f95fb2420c1afd4e4ae3434d1a0814
7910,46705,d9f6949c57a95dad2a21595b1bf3d20d404a5e9b6d25d8f544020edb34c732ff,eab16142ff34434dea9cc09af244f445877d2b300c51d3e33688a3b2c3be694c
7911,46711,7f1b4e3d5ef352f788d68e0515fa58b5edb5adf1c981f1d16ea147a160b56024,a171a543dd3b0fcdc65ac7929bfffc558b51fc1c63962a40b7420eec38dc7bab
7912,46717,04c1a20c53a52a2feec2806587db03d967473f9a76d5a1fa5a173919120247a0,3d282da82d246cc7e3d543f1e8950abea31f6f631aeb5b8635107a43a1acfdf3
7913,46723,6af39b142bb7d35850090f5f3bc66892a723893ca655e64bba3a6ea86a8c76ba,1cd45449a0ed114f361f1a5dee8a2a8c013ec1edda0b231bb8f4794343414f45
7914,46729,240c01d2256ff95ee31e9de86c12c2a3f5fae2c1c1703adb6e16839c97c013c6,45017e4b8ed42db10d77a50c34aa89fdeaa0001c4d6e5e1e221e9f1796106b7f
7915,46735,f535ca4bd3b125e9f239086c1cd4de9e94cbe67d572bb9525aa0d070ae79312a,5d6bb07d2c6a74e5e53296291770b42e410b08d126bf758dc3577391a5a4d6b7
7916,46741,cf2306ff5b9d734684bb5d74116578e366bb7a72c7893f09db72e2f978058d3e,488309991afb0297f120f36409e39ca9fe124de6c81b0550e254b45210e2d719
7917,46747,9ed02bc9ff9d861e2e667f872422e6ef1777debbcabc1f654db5b53df44a91ec,52b1046229d4e4208ee936640e72e2adf363fd475c4301f70077b03263dd3d8e
7918,46753,aa6604600acb23d93cb489ff4893ebf90822e8a0ccefaff73dd7b19fba783829,0490909a9068b1aafa475a1bf4d08be6c6e0933bbfe55220e3ce353eba87fd65
7919,46759,172810df114e50c76d94234149b26bdcd23a05d51d0b92dd2e6575a63cd80fda,9a9bb68ad52a8f46c5597593efbf88ae6da9deca08a7d2bbf55cc2a16c23c6c2
7920,46765,d90037f03f98dc71554a8a0c23569a42a87429e50b790e363332a08393453bca,05859a76b210b5de15717eb538e9b5d78f2d1dc6b6e82b8b336cfdd22bf0323e
7921,46771,89b1f82b7881de2d01f9064b7f78e968393166d6c70311ca3bcf790293e0607f,9a67020445d9da94c6f84be90786e05207322ab350162850c77d1f7e716178bd
7922,46777,3e643a9b5857975eff0a546e9fe13e32b6c359b45547dc84d9fc5cb0535dca85,ee0df30e066c972ca291ff596a05b4b8e1f6c4a059e2a99c89efbf98cb074abc
7923,46783,3f561233a5a738ab0a0ddd172a5731f0fb1bddeb04952af94b844fb4fab7c632,41717053f9414b845ec7bc6c5e8adcbd44782700518af79783a1dd551f15d691
7924,46789,9cc16fb5443e24c32aec03dcd1d9221e4651b5e9f73a542eaae5846ac6c1952d,a34af554b8c6af89357d4b49d0f59e5963c32c1d79db819d6470440ed0ec3ee8
7925,46795,6771b94ed2b3a0966fd03a5ff5069eb6d1bd99c8862f318ea9239211a6efd495,97d64bca11c0ea8c94cd12aa2bbaeb3a4745c0ea358e69d47293e917ad72ccf2
7926,46801,6fdfc00e90325d67315fa967b4d4f3b36e49784f01fbbbd8938bcb267d851b8f,33b0fd176ec03697041141c321e0a7068144e8bcc36eb889e803a138dc551d45
7927,46807,2f4d30a4806ad1d47c8ae9e0d7f7b79a42333dcbd60050fe23d3ce4774a277ab,85ebad9c7354d3d5e09031c9b4e8f1d3479d3542b3dba0160737088443709741
7928,46813,2ca8ae4e512f5c8bda249da433dcd16f056deb925d92d5b55a31f12d1380445c,9b154f319a8494da65b2b711e5c214456947beb6084a49d7aec5d626c75b394d
7929,46819,70ccf4baede1d9bee2774e36cbb41ba4c0f0a89c4e69d5ba20747e747562293b,e4332446bf8e4a65bada2fd42bd2e8374f5162beb907993cbd5f5314644fc8f8
7930,46825,7333c0bd838b4a161e7986b2636d9d576b21cbec8c7014ecbee7817ac865f76c,ef9b850720986d6330a1e023395a485ed2f8bab8f3308b8a7792170c37c22883
7931,46831,a262ba89f0cd984e3d0da1b7b98a33bb3ccfbf7abe9b410f218d8f7c5974385f,f9373408b418c48fda30a8798562f7bb429373624a22694aff4583264175c0bc
7932,46837,84d0b1dae39f69464c5c9d8180f3e0cdf5ba9a0cef0579ea2066fd0110a658f2,681f4665cd1a117aec56a4865211d9b2611a21ef949210e21ad235ed08725b88
7933,46843,6041a733d1a5eb273cd4c4e1640f190b2b05d49e5871791f44e65b60e01091be,de1ca87c593fa3382f08aec1617bc4ac57a70ea18c196e8fb0df9d6f337997d1
7934,46849,7a7bc1340d6a2b37f2e61f25e7673cab76775d0da3ead4ecf5b78c10348a4926,df0f4ab27b21011e5ab2f34006b915cb8381d069f694ce2d2ac59aafe8ac8a03
7935,46855,a0ee315461c28ac422a1272327e763adfd22db01b99d3b8c43fa4c1806ce6581,fa00c1789c32b54f04523ea524b145ad430d93a6dcc3fee149dacb9a0650ef27
7936,46861,7678ba84012db04c30137a56b7681d57372d69a2c030fe187adf0713a63ca58d,b9d3290b229a9ab7f6d74b744f62ae9f0e69a1830b7741ac2095f7fd84ef0ee7
7937,46867,32ec78c3684ec8aedff9d84092a270e1de674fb9144369df84270daa5ad18861,dcc507292813c79e820d734cb52bef5ca04964c912d0dbf5d2c5a7ace899923a
7938,46873,89591411a174871a2dcd3dd274882bf579e18dc4615dc82c5e008232f5f42e90,71a678b3bb9df9a3d3cba353cd0b5b7dd571b02df884feef6c6dc82e2719fd69
7939,46879,b9a7804b2179a04de87b36f99d3ad17bff1ab9b60fc4f38e23f0a43b39fe8263,a88fcd4760410add28866851f3788b41f865ace19267875555342685ef12eec7
7940,46885,bb4befd60f47a50e4c9fa261dbef529938c1bbe9293f9bdca9d92aaa03ffa51e,2db79f63009309ca643feeca4ef34fabe9df87c6ec8ecacd13bcd211af8ea02e
7941,46891,36050de6b57d5a45fd630f3ebeb57be313d559ad6f94ed49f047d88dd171838d,3b1984153b645b58508f288e3f752eb886fc1e3dedcf6664ff781718db687194
7942,46897,2e446b879b7e01ea8c528e31da012e00c29565e0056628970430921e87b9d54d,8fcfa2f8127ee2b865429eabb692be4839a101ca594a2b98d087a4c8605e8437
7943,46903,112efdafe29a4102f6cb9fb0ae072b9f59336bec19686ef77582b1e29b7b1c07,dd780428937a770dbf2cc09c40532b8dd86dec0e03a758b8e82fcd3b7606d1fb
7944,46909,4d1654bc29d02024cdf0002cff67cf7ee9b9d1f683b3e711a25c68fe800fe7bd,6701f5ac56f6538e2ecc7b0b1575e47c69f60f3d784e4e3ea64badb316b5fc43
7945,46915,4bdf4e3c4918ca5ffb630f7276ad7ec8b628ad5f4386736413a50054486fe6ca,eb44eccf1dc7287cab86537e27f355e789dad2878b814ea43e34fd8c9effa14b
7946,46921,9cf878d14692606bd3beff3a90e2953f901cb33e780109f925607d5cf64eb59d,f06415b8d32e5c09f273b40d8649ff5d113f8e6516c9abd2bafe38ee4d8dc820
7947,46927,13f74b8073ab05341ac3ef9e3731de599fe4a4252e9ab3eaad99870f145917d3,e339a1b6e8c98c84a57aaad20ad118bc807becd94962d5e1838345d7885873b9
7948,46933,01b73fe3566118c0a40811886eda07a19bbc39ed7003aaee6235b8cbab6fdc44,55d1910d5c6707c266f86c7978278ab134e66c9e1359adacd40e6d75f22dcbb3
7949,46939,5bcc7ebfbb27e89550db098ce89789abeb660215c3de6cf65ff13a44d15674a9,0e43d974e3dcbb33b22c0bb4166ed9ea3636870faffaa95c1784b86ac6ca7839
7950,46945,9f60607595f2b5e98c2af35e1fbf888e06e3e5d53eb7958e36209353e94e5c72,ea913694cf0a0a632f64d7eebe8dd053eb103e6c9a94bc6bfa3aedc5f9492ee2
7951,46951,5e5de9821485ed5545ba844432e518ce9aa7485f7be910fcec9230fdb86698ff,3be1712f519e179676d3f714453a43d1419321c8c968eed39d07cd683980efac
7952,46957,1dd91800799135cce396d419682a5c314e2378ad65d17492eb5d9737533d23b0,3ecc75420bc2fbccba861b5eaab33c6d90c8438bd52b4cd2653e4d96e3a8fee3
7953,46963,b4695786b8b1d78a85d7fec76bfa75a77565ae22936cef80b7856bfe20489fd7,5833e241ac5432a32d07ff9397c5d51244a595387212d85f79833336a8eb2906
7954,46969,1cf87a84353305280eb26ec7b073bf74867d4c11d297121aed8fc4fe601b1160,f0918a7692e78fbeffb3bc7b972edac0cdc35f8b5a5b2011c67d12616179a1ac
7955,46975,9175be5f30ca95bdbdb5467d4c292760c98af8d5527c37c8f2e53bdf6060d28d,0923b5327744fbd872c750199291a3162415648aa7c2be3de5a38665faeb9a18
7956,46981,2fcd739e916c898a0e2e8937e4fd12ed5eb183971b9ed7ac7e7ab5a18039f3eb,f67768add63f9f1a52da58d535f12ab654b9234f1537f7ed74b7ef45ce5ea448
7957,46987,2df45c6793fa6ca7eb51875dfb9f80c1e99ea7abc7e5d42cefb31dfc2cb71759,7360a2dc07ac366b2b847a511806c4d9933cc5e257727269ca9578fdf9d0fc14
7958,46993,48a8ce17636714a1ee82b838b8fe8a1adb1f0755f6947f26dbbab943aab6dc4a,7c84939fab3e41671d8bc1e70eebde3669f2c6edacc0ccd1922a237d4b63a3ac
7959,46999,8ab8dd78e15adf6c5bdf4b192987b9eeceb8f89fa52f113126cb778ec3f09098,0d2e897f48c07c6315052796d6c14cada661be2786f321566e6487bf9883f1c3
7960,47005,64d8159b41163df67ef3c4d7e42288cd66030bcf367ea0dd837883978c7e1d86,7c93ff489ac34cf53473106cbdd91f8f3d7056a071cb11dd6a31df429c238ad9
7961,47011,8bbf45d1f26ef4abdef5a7b21b0aa5067f63c0970ff9d21a552bef7b5601b935,f915f3680cd563d6b41ea8d8f2011cfc1dbf3c6bd58e25ce10d05a8b47fdeb9d
7962,47017,f5b278ec69f0dafb22a1b3eab303129869f0c884e59351eb9b72f2fd18bde6f7,0bd04c26cb04368cd7c6db05f58c6928389a9475266972208e2c9dbb974cf20f
7963,47023,0ebebde043fffd93d1d98c4298f1471017f527e6c9235500f1e684781169fadc,c1b9f5be330dad047fa028764e768b913234780c6958aead094e446fc0b774b0
7964,47029,046db3ee98631557d5a76c73e1c2fb88aed91d142365e903c877e2b6d4bea69c,35b46583502f8eb0ac789bb46bcd6544323a92e06413fceb744cbe5d230e1952
7965,47035,dce73dc481dd9f14fdff404b6bfdc3246702f6e1c42f2c313dda6d1e04dd040e,7338cb75927d3481d08df5f298de883cf88282d8b0720941ed47427e8d4a5a7d
7966,47041,aaa696e983959ebec1552334b126edfb6fd037e229e43f0a744fff4892f73645,396f56071548c79cddf1078dbe4e860788a213cfc77bc5f1673dff2172ff3435
7967,47047,6e104adfc9f764b2d2a83f2481ca1666bf1189966ee3b6fdd338536fb382c1eb,68305a58fb0b8cef8766eac51854e2d12b1e63d5f3fad780f6e10357256062a8
7968,47053,8362945347e45123e1b829e241a25efc8d1ba0c36e638f2a07a936b3321f3bbc,c45d093258b16bf57c65e3e4466b1f357b1159f933db932be79de39be3001daa
7969,47059,9715396ff5b19f241b427680f91c343b9c1f2d266812a8fd73f26268b280cbd4,87b0413c532cac598e234a902967b430de494b820a3231f0db748809d226ad22
7970,47065,105a8b000d5365f6ac138238292c1d760ba95015b258e956e2258a2a2251f392,fe24998e15df2ea8b0ac6b3c7e67b8cc87dd7ec5fb1c69471ca919f6de0bf406
7971,47071,80e461c8f125c635e2e45745f6d4fb83c7df4f6b799858d75e66063d48cbeae8,67419b586335026f458a7bbce8b1087efc0bd45f65d5e1f2f6e11d8b1eb47fa7
